ReturnID,OrderID,ProductID,CustomerID,StoreID,ReturnReason,ReturnDate,RefundAmount,ReturnStatus
14519,9519,1009,12519,2029,Stale Product,2025-02-11 10:14:03.428463,70,Processed
15590,10590,1032,13590,2060,Stale Product,2025-02-09 12:40:03.428463,320,Processed
15131,10131,1018,13131,2071,Damaged Item,2025-02-06 09:37:03.428463,760,Processed
12344,7344,1025,10344,2079,Damaged Item,2025-01-22 13:06:03.428463,45,Processed
9122,4122,1046,7122,2099,Damaged Item,2025-02-02 10:17:03.428463,450,Processed
16868,11868,1044,14868,2018,Stale Product,2025-02-04 17:18:03.428463,340,Processed
11872,6872,1027,9872,2049,Stale Product,2025-02-10 10:21:03.428463,495,Processed
17959,12959,1032,15959,2019,Stale Product,2025-01-28 23:26:03.428463,1600,Processed
12994,7994,1015,10994,2008,Damaged Item,2025-02-07 18:33:03.428463,115,Processed
9944,4944,1031,7944,2066,Damaged Item,2025-02-09 14:01:03.428463,520,Processed
12391,7391,1007,10391,2098,Stale Product,2025-02-11 12:02:03.428463,80,Processed
8023,3023,1044,6023,2068,Stale Product,2025-02-16 22:52:03.428463,170,Processed
9915,4915,1033,7915,2053,Damaged Item,2025-02-11 17:58:03.428463,85,Processed
10799,5799,1009,8799,2045,Damaged Item,2025-02-04 03:06:03.428463,105,Processed
15545,10545,1048,13545,2010,Stale Product,2025-02-17 03:33:03.428463,220,Processed
11174,6174,1038,9174,2078,Stale Product,2025-02-14 16:58:03.428463,90,Processed
11746,6746,1015,9746,2051,Stale Product,2025-01-29 19:57:03.428463,115,Processed
16127,11127,1025,14127,2091,Damaged Item,2025-01-27 15:51:03.428463,225,Processed
14879,9879,1013,12879,2053,Stale Product,2025-02-07 05:15:03.428463,210,Processed
12474,7474,1041,10474,2034,Damaged Item,2025-02-07 01:39:03.428463,1375,Processed
9127,4127,1012,7127,2007,Damaged Item,2025-02-05 02:30:03.428463,180,Processed
12868,7868,1024,10868,2036,Stale Product,2025-02-21 00:44:03.428463,1125,Processed
8344,3344,1012,6344,2007,Stale Product,2025-02-07 20:27:03.428463,540,Processed
10322,5322,1016,8322,2006,Damaged Item,2025-01-25 10:11:03.428463,600,Processed
12413,7413,1008,10413,2013,Damaged Item,2025-02-18 12:34:03.428463,150,Processed
8629,3629,1008,6629,2014,Stale Product,2025-01-24 07:19:03.428463,300,Processed
12165,7165,1013,10165,2091,Damaged Item,2025-02-06 23:49:03.428463,210,Processed
12985,7985,1036,10985,2095,Stale Product,2025-02-08 20:44:03.428463,130,Processed
15018,10018,1039,13018,2020,Damaged Item,2025-02-02 06:44:03.428463,110,Processed
11815,6815,1040,9815,2014,Damaged Item,2025-02-02 02:38:03.428463,800,Processed
8904,3904,1044,6904,2092,Stale Product,2025-01-28 03:42:03.428463,850,Processed
9290,4290,1026,7290,2011,Stale Product,2025-02-07 22:42:03.428463,1495,Processed
17330,12330,1027,15330,2003,Stale Product,2025-02-11 04:20:03.428463,297,Processed
15376,10376,1028,13376,2045,Damaged Item,2025-01-28 01:00:03.428463,300,Processed
9657,4657,1038,7657,2017,Damaged Item,2025-02-15 22:36:03.428463,180,Processed
9618,4618,1013,7618,2028,Damaged Item,2025-01-26 12:24:03.428463,840,Processed
9592,4592,1026,7592,2064,Stale Product,2025-02-08 14:42:03.428463,1495,Processed
11694,6694,1027,9694,2071,Stale Product,2025-02-07 03:15:03.428463,495,Processed
10290,5290,1006,8290,2015,Stale Product,2025-02-12 18:31:03.428463,70,Processed
9062,4062,1042,7062,2037,Stale Product,2025-01-31 03:07:03.428463,900,Processed
10999,5999,1011,8999,2018,Damaged Item,2025-02-06 20:38:03.428463,300,Processed
8369,3369,1049,6369,2029,Damaged Item,2025-02-22 01:32:03.428463,240,Processed
16551,11551,1015,14551,2041,Damaged Item,2025-02-19 20:16:03.428463,115,Processed
17657,12657,1031,15657,2093,Stale Product,2025-02-10 03:52:03.428463,130,Processed
11140,6140,1011,9140,2001,Stale Product,2025-02-14 04:19:03.428463,240,Processed
17314,12314,1003,15314,2020,Damaged Item,2025-01-25 18:27:03.428463,255,Processed
16230,11230,1033,14230,2035,Stale Product,2025-02-08 14:13:03.428463,255,Processed
13681,8681,1005,11681,2017,Damaged Item,2025-02-18 19:43:03.428463,900,Processed
8142,3142,1036,6142,2087,Stale Product,2025-01-22 07:07:03.428463,130,Processed
14013,9013,1040,12013,2027,Stale Product,2025-01-28 21:40:03.428463,160,Processed
10225,5225,1027,8225,2081,Stale Product,2025-02-07 19:31:03.428463,99,Processed
11383,6383,1016,9383,2030,Stale Product,2025-02-02 10:57:03.428463,750,Processed
14600,9600,1018,12600,2010,Stale Product,2025-02-23 01:34:03.428463,380,Processed
15930,10930,1014,13930,2040,Damaged Item,2025-02-20 17:47:03.428463,290,Processed
12101,7101,1027,10101,2004,Damaged Item,2025-02-17 01:34:03.428463,198,Processed
15776,10776,1007,13776,2049,Stale Product,2025-01-27 15:06:03.428463,100,Processed
8888,3888,1000,6888,2081,Stale Product,2025-02-06 08:52:03.428463,72,Processed
8357,3357,1008,6357,2055,Stale Product,2025-02-10 16:25:03.428463,600,Processed
9793,4793,1008,7793,2032,Damaged Item,2025-02-13 20:41:03.428463,600,Processed
11161,6161,1014,9161,2071,Damaged Item,2025-02-13 13:40:03.428463,145,Processed
16234,11234,1015,14234,2039,Stale Product,2025-02-02 16:24:03.428463,230,Processed
10294,5294,1019,8294,2044,Damaged Item,2025-02-07 07:32:03.428463,398,Processed
13325,8325,1037,11325,2084,Stale Product,2025-01-29 12:49:03.428463,1750,Processed
12613,7613,1004,10613,2081,Damaged Item,2025-02-12 00:11:03.428463,56,Processed
15489,10489,1027,13489,2022,Damaged Item,2025-01-26 14:20:03.428463,297,Processed
17439,12439,1013,15439,2060,Stale Product,2025-02-10 10:37:03.428463,210,Processed
14576,9576,1049,12576,2014,Stale Product,2025-01-30 15:09:03.428463,960,Processed
15947,10947,1045,13947,2004,Stale Product,2025-01-30 01:36:03.428463,320,Processed
9708,4708,1011,7708,2072,Stale Product,2025-02-17 11:35:03.428463,120,Processed
8143,3143,1008,6143,2087,Stale Product,2025-02-13 11:45:03.428463,450,Processed
9701,4701,1043,7701,2060,Stale Product,2025-02-11 03:17:03.428463,280,Processed
10674,5674,1006,8674,2055,Stale Product,2025-02-19 22:34:03.428463,70,Processed
11912,6912,1002,9912,2024,Stale Product,2025-02-08 11:15:03.428463,120,Processed
17043,12043,1021,15043,2067,Stale Product,2025-01-28 03:18:03.428463,2995,Processed
13792,8792,1047,11792,2076,Stale Product,2025-02-08 10:02:03.428463,770,Processed
17818,12818,1009,15818,2002,Stale Product,2025-02-16 02:59:03.428463,35,Processed
14284,9284,1013,12284,2054,Damaged Item,2025-01-29 00:06:03.428463,420,Processed
14959,9959,1024,12959,2018,Stale Product,2025-02-10 11:08:03.428463,450,Processed
8214,3214,1046,6214,2077,Damaged Item,2025-02-13 06:38:03.428463,270,Processed
8997,3997,1029,6997,2015,Stale Product,2025-02-02 22:28:03.428463,1155,Processed
17376,12376,1012,15376,2005,Stale Product,2025-01-24 16:01:03.428463,720,Processed
9567,4567,1000,7567,2040,Damaged Item,2025-01-29 07:24:03.428463,72,Processed
9281,4281,1042,7281,2006,Stale Product,2025-02-12 17:45:03.428463,180,Processed
15435,10435,1046,13435,2077,Damaged Item,2025-02-21 19:46:03.428463,270,Processed
11811,6811,1041,9811,2066,Damaged Item,2025-02-19 10:37:03.428463,1375,Processed
12328,7328,1050,10328,2092,Stale Product,2025-02-20 15:50:03.428463,396,Processed
11031,6031,1010,9031,2085,Damaged Item,2025-02-05 16:55:03.428463,720,Processed
9660,4660,1034,7660,2034,Damaged Item,2025-02-13 17:44:03.428463,630,Processed
16076,11076,1013,14076,2063,Damaged Item,2025-02-12 00:29:03.428463,840,Processed
13436,8436,1001,11436,2066,Stale Product,2025-02-19 15:48:03.428463,780,Processed
8331,3331,1049,6331,2002,Damaged Item,2025-02-11 22:53:03.428463,720,Processed
17796,12796,1013,15796,2029,Stale Product,2025-02-02 18:15:03.428463,420,Processed
10143,5143,1047,8143,2019,Stale Product,2025-02-11 05:13:03.428463,1155,Processed
9170,4170,1024,7170,2055,Stale Product,2025-01-25 00:15:03.428463,225,Processed
11276,6276,1014,9276,2097,Damaged Item,2025-02-18 19:36:03.428463,580,Processed
16533,11533,1002,14533,2020,Stale Product,2025-02-02 20:26:03.428463,160,Processed
15038,10038,1015,13038,2036,Damaged Item,2025-02-12 16:07:03.428463,345,Processed
9960,4960,1025,7960,2056,Damaged Item,2025-02-04 12:53:03.428463,225,Processed
10874,5874,1018,8874,2076,Damaged Item,2025-02-22 22:11:03.428463,950,Processed
10078,5078,1046,8078,2096,Stale Product,2025-02-02 17:14:03.428463,270,Processed
11192,6192,1044,9192,2013,Damaged Item,2025-02-20 04:05:03.428463,510,Processed
17113,12113,1026,15113,2018,Stale Product,2025-02-15 12:22:03.428463,598,Processed
10599,5599,1042,8599,2013,Stale Product,2025-01-28 14:14:03.428463,900,Processed
12885,7885,1038,10885,2027,Damaged Item,2025-02-13 04:37:03.428463,90,Processed
11627,6627,1027,9627,2004,Damaged Item,2025-02-15 17:19:03.428463,99,Processed
16844,11844,1015,14844,2097,Stale Product,2025-02-20 16:08:03.428463,460,Processed
12539,7539,1044,10539,2037,Damaged Item,2025-01-26 16:29:03.428463,680,Processed
11280,6280,1025,9280,2049,Stale Product,2025-02-06 08:59:03.428463,90,Processed
16810,11810,1004,14810,2070,Stale Product,2025-02-20 00:25:03.428463,56,Processed
9513,4513,1022,7513,2053,Stale Product,2025-01-27 17:50:03.428463,320,Processed
11625,6625,1021,9625,2013,Stale Product,2025-02-21 18:49:03.428463,1198,Processed
16254,11254,1035,14254,2031,Stale Product,2025-02-01 10:18:03.428463,360,Processed
8285,3285,1031,6285,2002,Stale Product,2025-02-21 16:05:03.428463,130,Processed
13538,8538,1045,11538,2086,Damaged Item,2025-02-13 06:00:03.428463,160,Processed
12804,7804,1030,10804,2080,Damaged Item,2025-02-20 08:35:03.428463,350,Processed
13915,8915,1044,11915,2020,Stale Product,2025-02-11 10:16:03.428463,170,Processed
9185,4185,1011,7185,2007,Damaged Item,2025-01-23 09:57:03.428463,120,Processed
11285,6285,1010,9285,2081,Stale Product,2025-01-26 06:34:03.428463,360,Processed
16474,11474,1030,14474,2010,Stale Product,2025-02-15 00:15:03.428463,525,Processed
8263,3263,1029,6263,2059,Damaged Item,2025-02-18 04:46:03.428463,770,Processed
14096,9096,1032,12096,2088,Damaged Item,2025-02-02 00:14:03.428463,1280,Processed
9260,4260,1021,7260,2060,Stale Product,2025-02-11 15:59:03.428463,599,Processed
9194,4194,1018,7194,2051,Damaged Item,2025-01-24 08:30:03.428463,570,Processed
14554,9554,1008,12554,2016,Stale Product,2025-02-03 04:09:03.428463,300,Processed
11223,6223,1048,9223,2010,Stale Product,2025-02-14 12:33:03.428463,440,Processed
14735,9735,1019,12735,2008,Damaged Item,2025-02-16 20:27:03.428463,597,Processed
13620,8620,1009,11620,2008,Damaged Item,2025-01-22 22:59:03.428463,35,Processed
11350,6350,1031,9350,2043,Damaged Item,2025-01-29 08:26:03.428463,260,Processed
16118,11118,1043,14118,2022,Stale Product,2025-02-11 10:12:03.428463,560,Processed
15318,10318,1042,13318,2002,Stale Product,2025-02-03 09:43:03.428463,720,Processed
17582,12582,1016,15582,2037,Stale Product,2025-02-11 08:37:03.428463,150,Processed
17740,12740,1025,15740,2014,Damaged Item,2025-02-15 20:32:03.428463,135,Processed
15190,10190,1048,13190,2049,Stale Product,2025-02-18 09:53:03.428463,440,Processed
13053,8053,1036,11053,2083,Stale Product,2025-01-23 07:01:03.428463,195,Processed
13008,8008,1042,11008,2064,Damaged Item,2025-02-22 17:00:03.428463,360,Processed
16265,11265,1048,14265,2067,Damaged Item,2025-01-28 02:47:03.428463,330,Processed
8925,3925,1033,6925,2022,Stale Product,2025-02-11 01:45:03.428463,170,Processed
16286,11286,1023,14286,2009,Stale Product,2025-01-28 09:39:03.428463,405,Processed
10681,5681,1008,8681,2053,Damaged Item,2025-01-29 23:39:03.428463,450,Processed
12958,7958,1024,10958,2008,Stale Product,2025-02-21 12:08:03.428463,450,Processed
12574,7574,1040,10574,2017,Damaged Item,2025-02-01 05:41:03.428463,320,Processed
11266,6266,1009,9266,2060,Stale Product,2025-01-22 06:20:03.428463,140,Processed
13966,8966,1020,11966,2032,Damaged Item,2025-01-25 06:50:03.428463,160,Processed
11143,6143,1023,9143,2065,Damaged Item,2025-02-13 12:38:03.428463,270,Processed
12116,7116,1040,10116,2015,Damaged Item,2025-02-02 12:50:03.428463,640,Processed
8575,3575,1021,6575,2001,Damaged Item,2025-02-04 09:58:03.428463,1198,Processed
14897,9897,1009,12897,2052,Damaged Item,2025-01-27 17:02:03.428463,35,Processed
11829,6829,1015,9829,2023,Damaged Item,2025-02-07 17:55:03.428463,230,Processed
8654,3654,1038,6654,2074,Stale Product,2025-02-16 06:25:03.428463,270,Processed
13213,8213,1036,11213,2073,Stale Product,2025-02-12 19:20:03.428463,130,Processed
17292,12292,1004,15292,2041,Damaged Item,2025-02-12 19:46:03.428463,84,Processed
11959,6959,1016,9959,2013,Stale Product,2025-02-19 20:35:03.428463,150,Processed
11835,6835,1009,9835,2041,Stale Product,2025-01-26 08:51:03.428463,105,Processed
12300,7300,1027,10300,2006,Stale Product,2025-02-17 00:55:03.428463,495,Processed
8651,3651,1005,6651,2008,Stale Product,2025-02-18 05:33:03.428463,720,Processed
10506,5506,1033,8506,2014,Damaged Item,2025-02-19 15:43:03.428463,255,Processed
10130,5130,1040,8130,2022,Stale Product,2025-01-27 08:38:03.428463,640,Processed
8891,3891,1020,6891,2051,Stale Product,2025-02-10 01:21:03.428463,640,Processed
16934,11934,1016,14934,2042,Stale Product,2025-02-12 20:07:03.428463,150,Processed
17832,12832,1003,15832,2026,Damaged Item,2025-01-31 05:01:03.428463,765,Processed
9650,4650,1007,7650,2045,Stale Product,2025-02-05 21:44:03.428463,60,Processed
13262,8262,1030,11262,2020,Damaged Item,2025-02-18 05:06:03.428463,700,Processed
11268,6268,1023,9268,2048,Stale Product,2025-02-12 09:47:03.428463,675,Processed
9549,4549,1002,7549,2044,Stale Product,2025-01-27 02:31:03.428463,80,Processed
13720,8720,1013,11720,2040,Damaged Item,2025-02-09 12:31:03.428463,420,Processed
14258,9258,1008,12258,2065,Damaged Item,2025-02-06 13:04:03.428463,300,Processed
17597,12597,1023,15597,2049,Stale Product,2025-02-01 03:46:03.428463,270,Processed
9414,4414,1032,7414,2026,Stale Product,2025-02-15 04:54:03.428463,320,Processed
8635,3635,1040,6635,2007,Stale Product,2025-02-20 21:11:03.428463,160,Processed
10707,5707,1039,8707,2023,Stale Product,2025-01-27 17:29:03.428463,220,Processed
14529,9529,1013,12529,2033,Stale Product,2025-02-06 15:23:03.428463,630,Processed
14787,9787,1020,12787,2098,Damaged Item,2025-01-26 07:07:03.428463,800,Processed
17125,12125,1008,15125,2077,Damaged Item,2025-01-30 18:13:03.428463,450,Processed
13886,8886,1031,11886,2033,Damaged Item,2025-01-30 01:57:03.428463,390,Processed
16680,11680,1048,14680,2029,Damaged Item,2025-01-27 07:26:03.428463,330,Processed
10433,5433,1009,8433,2029,Stale Product,2025-02-10 12:34:03.428463,140,Processed
16555,11555,1050,14555,2066,Stale Product,2025-01-25 07:15:03.428463,495,Processed
14907,9907,1042,12907,2078,Damaged Item,2025-02-20 09:58:03.428463,180,Processed
11233,6233,1041,9233,2034,Damaged Item,2025-02-20 14:36:03.428463,825,Processed
10284,5284,1042,8284,2031,Stale Product,2025-02-04 21:04:03.428463,180,Processed
10899,5899,1039,8899,2023,Stale Product,2025-02-02 18:20:03.428463,330,Processed
12901,7901,1003,10901,2006,Damaged Item,2025-02-20 09:58:03.428463,510,Processed
17585,12585,1025,15585,2073,Damaged Item,2025-02-16 11:47:03.428463,45,Processed
16479,11479,1045,14479,2019,Stale Product,2025-01-28 10:58:03.428463,160,Processed
11351,6351,1010,9351,2026,Stale Product,2025-02-05 05:11:03.428463,360,Processed
11550,6550,1029,9550,2073,Damaged Item,2025-02-14 04:22:03.428463,385,Processed
15463,10463,1034,13463,2010,Stale Product,2025-01-28 00:42:03.428463,1050,Processed
10440,5440,1027,8440,2063,Damaged Item,2025-02-02 14:03:03.428463,495,Processed
15844,10844,1035,13844,2059,Stale Product,2025-02-07 14:56:03.428463,270,Processed
15985,10985,1006,13985,2091,Damaged Item,2025-02-13 01:29:03.428463,14,Processed
14315,9315,1029,12315,2087,Damaged Item,2025-02-06 03:38:03.428463,1925,Processed
12021,7021,1026,10021,2070,Stale Product,2025-02-11 14:02:03.428463,299,Processed
11654,6654,1043,9654,2066,Damaged Item,2025-02-09 12:23:03.428463,560,Processed
17617,12617,1047,15617,2015,Stale Product,2025-01-27 20:33:03.428463,385,Processed
12202,7202,1049,10202,2061,Stale Product,2025-01-28 16:30:03.428463,1200,Processed
9049,4049,1037,7049,2011,Stale Product,2025-02-18 23:54:03.428463,350,Processed
8637,3637,1021,6637,2070,Stale Product,2025-02-19 21:12:03.428463,2396,Processed
11767,6767,1031,9767,2052,Damaged Item,2025-01-28 08:06:03.428463,650,Processed
16083,11083,1002,14083,2034,Damaged Item,2025-01-29 08:17:03.428463,40,Processed
15475,10475,1004,13475,2081,Damaged Item,2025-02-07 04:14:03.428463,112,Processed
14911,9911,1025,12911,2080,Damaged Item,2025-02-09 00:02:03.428463,45,Processed
10548,5548,1037,8548,2000,Stale Product,2025-02-03 09:19:03.428463,1400,Processed
11461,6461,1039,9461,2059,Damaged Item,2025-02-16 20:48:03.428463,550,Processed
9369,4369,1003,7369,2033,Damaged Item,2025-02-17 21:46:03.428463,765,Processed
11732,6732,1007,9732,2022,Stale Product,2025-01-27 14:59:03.428463,20,Processed
17915,12915,1007,15915,2064,Stale Product,2025-02-20 23:57:03.428463,80,Processed
17814,12814,1008,15814,2012,Damaged Item,2025-02-19 16:17:03.428463,150,Processed
10001,5001,1017,8001,2006,Damaged Item,2025-02-10 01:34:03.428463,480,Processed
15287,10287,1049,13287,2085,Damaged Item,2025-02-03 23:28:03.428463,1200,Processed
11316,6316,1014,9316,2098,Stale Product,2025-02-03 23:27:03.428463,725,Processed
11643,6643,1024,9643,2005,Damaged Item,2025-02-04 18:16:03.428463,450,Processed
8630,3630,1033,6630,2063,Damaged Item,2025-02-08 15:38:03.428463,255,Processed
10609,5609,1036,8609,2010,Stale Product,2025-02-15 17:43:03.428463,65,Processed
17667,12667,1003,15667,2070,Stale Product,2025-02-06 06:02:03.428463,1275,Processed
13014,8014,1046,11014,2043,Stale Product,2025-02-02 09:37:03.428463,360,Processed
15096,10096,1036,13096,2063,Stale Product,2025-02-16 14:09:03.428463,130,Processed
16999,11999,1000,14999,2029,Damaged Item,2025-02-02 20:07:03.428463,216,Processed
16891,11891,1032,14891,2059,Stale Product,2025-02-08 13:27:03.428463,640,Processed
14200,9200,1014,12200,2012,Stale Product,2025-02-11 18:29:03.428463,435,Processed
13336,8336,1034,11336,2032,Stale Product,2025-01-26 07:55:03.428463,210,Processed
17046,12046,1012,15046,2061,Stale Product,2025-02-04 06:41:03.428463,720,Processed
17962,12962,1004,15962,2070,Damaged Item,2025-01-27 01:52:03.428463,140,Processed
11079,6079,1011,9079,2087,Damaged Item,2025-02-21 05:44:03.428463,60,Processed
10207,5207,1020,8207,2025,Stale Product,2025-01-28 18:24:03.428463,480,Processed
9942,4942,1019,7942,2090,Stale Product,2025-01-29 12:02:03.428463,199,Processed
11562,6562,1036,9562,2061,Stale Product,2025-01-22 23:24:03.428463,65,Processed
10943,5943,1009,8943,2012,Stale Product,2025-02-03 18:59:03.428463,105,Processed
9863,4863,1015,7863,2091,Stale Product,2025-02-04 22:28:03.428463,460,Processed
10958,5958,1013,8958,2088,Damaged Item,2025-01-24 17:24:03.428463,1050,Processed
10890,5890,1037,8890,2053,Stale Product,2025-02-10 14:48:03.428463,1750,Processed
9037,4037,1012,7037,2052,Damaged Item,2025-01-24 04:09:03.428463,900,Processed
10236,5236,1001,8236,2016,Stale Product,2025-02-20 19:13:03.428463,260,Processed
10934,5934,1027,8934,2013,Stale Product,2025-02-11 17:50:03.428463,99,Processed
13174,8174,1016,11174,2012,Damaged Item,2025-01-30 19:41:03.428463,450,Processed
10781,5781,1026,8781,2054,Stale Product,2025-02-19 08:00:03.428463,1495,Processed
15275,10275,1009,13275,2035,Damaged Item,2025-02-15 23:42:03.428463,105,Processed
15859,10859,1045,13859,2026,Stale Product,2025-02-11 15:04:03.428463,320,Processed
12406,7406,1024,10406,2018,Stale Product,2025-02-06 12:51:03.428463,1125,Processed
16022,11022,1041,14022,2053,Stale Product,2025-02-17 05:52:03.428463,550,Processed
17241,12241,1013,15241,2052,Damaged Item,2025-02-19 06:49:03.428463,840,Processed
16424,11424,1021,14424,2081,Damaged Item,2025-01-31 11:13:03.428463,1198,Processed
13277,8277,1042,11277,2014,Stale Product,2025-02-18 03:42:03.428463,180,Processed
15279,10279,1001,13279,2007,Stale Product,2025-01-27 17:57:03.428463,520,Processed
17674,12674,1004,15674,2015,Stale Product,2025-02-02 14:49:03.428463,140,Processed
15240,10240,1043,13240,2053,Damaged Item,2025-02-16 17:53:03.428463,700,Processed
10119,5119,1001,8119,2000,Stale Product,2025-01-30 23:35:03.428463,780,Processed
8582,3582,1050,6582,2046,Damaged Item,2025-01-25 05:44:03.428463,495,Processed
10307,5307,1035,8307,2096,Damaged Item,2025-02-14 17:46:03.428463,180,Processed
9025,4025,1005,7025,2013,Stale Product,2025-02-22 09:59:03.428463,900,Processed
11336,6336,1039,9336,2092,Damaged Item,2025-01-26 07:01:03.428463,330,Processed
